<<<<<<< HEAD
Ship_Type,DWT,Engine_Power_kW,Design_Speed,Avg_Speed_Knots,Distance_NM,Draft_Percentage,Wind_Beaufort,Wave_Height_m,Current_Speed_Knots,Current_Direction,Season,Fuel_Consumption_Tons
Bulker,267170,156399,1389.8,194.0,13.6,64,Clean,2-Stroke,142668,169.2,Fixed Pitch,6027,12.3,Constant,Southwest Monsoon,4,Following,1.8,0.5,Head,HFO,0.0,8460.22
Ro-Ro,26762,29986,494.0,70.4,18.1,85,Moderate,2-Stroke,75580,163.7,Controllable Pitch,2923,11.1,Variable,Northeast Monsoon,9,Head,4.3,2.3,Beam,HFO,2.9,1356.04
Tanker,360878,229252,1583.0,222.0,15.7,61,Clean,2-Stroke,266470,164.0,Fixed Pitch,1338,13.8,Variable,Inter-Monsoon,8,Head,3.8,0.3,Following,HFO,8.1,3134.86
Ro-Ro,41690,48687,598.8,85.7,16.8,96,Heavy,2-Stroke,83047,160.7,Controllable Pitch,950,13.3,Constant,Southwest Monsoon,2,Beam,0.9,1.3,Following,VLSFO,0.0,545.57
LNG,103306,94876,893.0,125.4,19.4,51,Heavy,2-Stroke,193598,166.2,Fixed Pitch,2591,11.1,Constant,Northeast Monsoon,8,Head,4.2,2.7,Following,HFO,0.0,1529.79
Tanker,60936,44521,711.5,100.2,13.9,79,Moderate,2-Stroke,62358,164.3,Fixed Pitch,3645,12.9,Constant,Inter-Monsoon,8,Quartering,3.9,1.3,Following,MGO,0.0,2158.27
Bulker,167348,96113,1125.4,157.1,13.5,86,Clean,2-Stroke,119997,167.1,Fixed Pitch,6532,11.1,Constant,Inter-Monsoon,9,Following,4.7,0.7,Following,VLSFO,0.0,6059.83
Bulker,94775,51989,868.2,120.6,15.5,64,Heavy,2-Stroke,112827,162.0,Fixed Pitch,6446,11.6,Constant,Northeast Monsoon,9,Beam,4.5,1.8,Beam,HFO,0.0,5137.46
LNG,118514,110080,961.1,133.2,19.8,59,Clean,2-Stroke,253418,169.2,Fixed Pitch,3322,13.4,Constant,Inter-Monsoon,3,Head,1.4,1.7,Following,MGO,0.0,3006.35
Bulker,223017,124875,1273.1,178.8,13.5,63,Clean,2-Stroke,134275,162.0,Fixed Pitch,1817,8.1,Constant,Inter-Monsoon,6,Beam,2.8,2.1,Beam,VLSFO,0.0,1418.11
LNG,69769,67849,754.1,106.7,17.7,97,Moderate,2-Stroke,126202,167.4,Fixed Pitch,4151,10.2,Constant,Southwest Monsoon,7,Following,3.7,0.6,Head,VLSFO,0.0,3018.35
Container,147846,120686,1058.8,149.3,23.4,55,Heavy,2-Stroke,380687,167.8,Fixed Pitch,3946,19.8,Constant,Northeast Monsoon,6,Head,3.4,1.5,Beam,VLSFO,0.0,9363.71
LNG,114719,106817,943.5,131.8,19.1,64,Moderate,2-Stroke,211369,167.5,Fixed Pitch,6145,13.8,Constant,Southwest Monsoon,6,Quartering,2.9,0.2,Beam,HFO,0.0,6903.76
Bulker,199817,127482,1209.9,168.9,15.0,98,Clean,2-Stroke,170858,161.7,Fixed Pitch,4951,12.2,Variable,Southwest Monsoon,7,Following,3.7,2.0,Head,HFO,4.8,10027.27
Container,147435,121026,1060.2,148.3,23.3,73,Moderate,2-Stroke,363084,170.7,Fixed Pitch,3818,17.0,Variable,Inter-Monsoon,8,Head,4.0,1.1,Beam,VLSFO,8.4,7455.46
Ro-Ro,13445,13611,366.2,52.6,18.0,64,Clean,2-Stroke,45686,167.6,Fixed Pitch,6786,14.8,Variable,Inter-Monsoon,3,Head,1.6,0.8,Head,LNG,4.5,2118.19
Ro-Ro,36243,39593,561.7,78.6,20.2,88,Clean,2-Stroke,114894,162.6,Fixed Pitch,1375,18.3,Variable,Inter-Monsoon,1,Following,0.7,0.2,Following,VLSFO,6.7,1086.45
Tanker,96431,66975,875.0,123.2,15.6,98,Moderate,2-Stroke,113607,159.2,Fixed Pitch,3107,10.1,Constant,Inter-Monsoon,8,Following,4.1,2.4,Following,HFO,0.0,1382.28
Container,53880,43857,678.6,94.2,24.7,57,Heavy,2-Stroke,228776,169.6,Fixed Pitch,4895,14.4,Variable,Inter-Monsoon,9,Head,4.6,0.9,Beam,MGO,3.5,4203.49
LNG,106798,96812,909.0,127.4,16.8,62,Heavy,2-Stroke,135586,172.4,Fixed Pitch,7682,13.0,Constant,Northeast Monsoon,1,Head,0.7,0.5,Head,HFO,0.0,7852.01
Ro-Ro,52275,54955,664.4,93.2,16.2,58,Clean,2-Stroke,91820,168.2,Controllable Pitch,6891,12.8,Variable,Southwest Monsoon,1,Beam,0.6,2.8,Beam,VLSFO,8.1,3611.68
LNG,71802,62071,768.3,108.6,19.1,96,Clean,2-Stroke,171347,173.8,Fixed Pitch,653,18.0,Constant,Inter-Monsoon,2,Beam,1.0,2.1,Following,MGO,0.0,846.78
Container,78415,67634,789.3,110.6,19.0,80,Clean,2-Stroke,173685,168.8,Fixed Pitch,4229,13.7,Constant,Inter-Monsoon,4,Quartering,1.9,1.7,Head,VLSFO,0.0,5075.04
Ro-Ro,43449,45661,614.9,85.5,19.1,58,Moderate,2-Stroke,105288,168.9,Fixed Pitch,5690,10.5,Variable,Inter-Monsoon,3,Quartering,1.2,2.5,Following,HFO,1.3,1599.24
Bulker,273160,163241,1401.9,195.7,15.0,81,Clean,2-Stroke,199450,168.2,Controllable Pitch,2266,10.9,Constant,Southwest Monsoon,5,Quartering,2.9,2.9,Beam,VLSFO,0.0,3245.18
LNG,88068,73699,841.4,118.5,17.2,84,Clean,2-Stroke,125194,169.6,Controllable Pitch,2888,12.9,Variable,Southwest Monsoon,2,Quartering,0.7,2.2,Head,MGO,2.8,3438.79
Ro-Ro,25453,30394,480.3,66.5,16.3,68,Clean,2-Stroke,60948,170.8,Controllable Pitch,3903,14.2,Constant,Inter-Monsoon,7,Beam,3.5,1.3,Beam,HFO,0.0,1938.95
Ro-Ro,23771,26848,470.2,65.3,16.9,77,Clean,2-Stroke,62765,167.3,Fixed Pitch,3262,8.9,Constant,Southwest Monsoon,8,Beam,3.9,2.1,Beam,HFO,0.0,1005.57
Container,172450,127924,1136.4,157.3,18.9,97,Moderate,2-Stroke,267309,159.8,Fixed Pitch,5186,13.4,Constant,Inter-Monsoon,4,Following,2.2,2.6,Following,HFO,0.0,5283.7
Bulker,203761,130584,1226.7,171.1,14.2,73,Moderate,2-Stroke,145094,161.4,Fixed Pitch,5011,8.2,Constant,Inter-Monsoon,9,Head,4.6,0.0,Beam,HFO,0.0,5242.14
Ro-Ro,22109,25805,442.4,62.1,16.0,98,Clean,2-Stroke,53958,168.0,Fixed Pitch,4678,11.3,Constant,Inter-Monsoon,7,Beam,3.4,2.6,Beam,MGO,0.0,1831.92
Tanker,218687,151080,1260.6,177.1,15.6,67,Heavy,2-Stroke,194761,166.5,Controllable Pitch,1990,9.9,Constant,Southwest Monsoon,4,Quartering,2.1,2.8,Following,VLSFO,0.0,1320.13
Ro-Ro,21272,23446,441.5,62.2,20.4,55,Moderate,2-Stroke,97030,160.9,Fixed Pitch,5040,16.3,Constant,Inter-Monsoon,8,Head,3.8,1.4,Following,HFO,0.0,2326.93
Tanker,289907,208820,1426.3,200.2,16.0,83,Moderate,2-Stroke,252512,154.4,Fixed Pitch,6389,10.7,Constant,Northeast Monsoon,4,Head,2.3,2.1,Beam,VLSFO,0.0,10328.49
Container,172226,125549,1135.7,159.0,21.8,80,Clean,2-Stroke,336687,167.6,Fixed Pitch,3426,15.1,Variable,Inter-Monsoon,2,Head,0.9,2.8,Beam,MGO,9.8,4848.76
Bulker,128356,81671,997.1,138.1,15.8,77,Clean,2-Stroke,137932,171.5,Fixed Pitch,2045,9.8,Variable,Inter-Monsoon,5,Quartering,2.5,0.5,Head,MGO,8.9,1577.56
Ro-Ro,12614,14515,343.2,47.1,18.5,96,Heavy,2-Stroke,54208,160.2,Fixed Pitch,7554,16.4,Constant,Inter-Monsoon,4,Head,1.9,1.0,Head,LNG,0.0,4677.97
Container,137854,100110,1027.5,144.5,24.3,50,Heavy,2-Stroke,417143,162.5,Controllable Pitch,6903,18.9,Constant,Inter-Monsoon,1,Head,0.4,1.7,Beam,HFO,0.0,11453.61
Bulker,218881,136719,1263.9,177.7,12.7,84,Clean,2-Stroke,121941,160.4,Fixed Pitch,6441,11.2,Variable,Inter-Monsoon,5,Following,2.6,1.5,Head,MGO,3.6,11024.31
Ro-Ro,52406,57831,672.7,94.0,19.3,51,Clean,2-Stroke,128796,172.8,Controllable Pitch,7136,11.8,Constant,Inter-Monsoon,4,Head,2.1,2.0,Head,HFO,0.0,5057.08
Tanker,127070,91839,998.5,138.4,15.4,72,Clean,2-Stroke,124898,162.8,Fixed Pitch,7834,10.0,Constant,Northeast Monsoon,2,Quartering,1.0,2.3,Following,HFO,0.0,3566.48
Ro-Ro,39435,44572,585.3,84.3,20.0,97,Clean,2-Stroke,112050,164.1,Fixed Pitch,7881,13.5,Variable,Inter-Monsoon,8,Beam,4.2,2.2,Following,HFO,0.2,3295.01
Bulker,253462,160704,1342.6,187.4,15.1,88,Clean,2-Stroke,168257,161.5,Fixed Pitch,2315,11.2,Variable,Southwest Monsoon,2,Beam,1.3,0.2,Beam,HFO,0.7,2769.72
Ro-Ro,55270,57029,672.4,94.1,17.6,90,Heavy,2-Stroke,118964,171.6,Fixed Pitch,5622,8.8,Constant,Southwest Monsoon,4,Beam,2.2,1.4,Beam,VLSFO,0.0,3183.81
Ro-Ro,11909,11856,342.9,47.1,18.2,81,Moderate,2-Stroke,45819,162.0,Controllable Pitch,4373,12.9,Constant,Southwest Monsoon,4,Head,1.9,1.4,Following,VLSFO,0.0,988.84
Tanker,251932,175930,1344.0,187.8,16.0,59,Moderate,2-Stroke,201332,157.7,Fixed Pitch,4140,10.0,Constant,Inter-Monsoon,6,Beam,3.0,1.1,Beam,VLSFO,0.0,4254.24
Tanker,177392,133290,1150.5,161.9,15.3,86,Moderate,2-Stroke,150114,174.7,Fixed Pitch,7610,12.0,Constant,Southwest Monsoon,7,Beam,3.4,0.6,Following,HFO,0.0,8854.21
LNG,91415,74371,851.2,119.2,17.3,84,Moderate,2-Stroke,149082,166.2,Fixed Pitch,7321,13.6,Variable,Southwest Monsoon,2,Head,1.1,0.8,Following,HFO,3.3,7075.72
Bulker,210344,115228,1243.7,175.6,14.7,96,Moderate,2-Stroke,160704,165.8,Fixed Pitch,3176,13.8,Constant,Southwest Monsoon,3,Head,1.2,1.6,Following,HFO,0.0,4838.51
LNG,73079,66697,782.3,109.7,18.4,64,Moderate,2-Stroke,132631,162.9,Fixed Pitch,7514,13.4,Constant,Northeast Monsoon,9,Quartering,4.6,2.3,Following,HFO,0.0,3993.79
Tanker,51173,36685,658.5,91.0,13.8,99,Clean,2-Stroke,56838,163.2,Fixed Pitch,6323,12.8,Variable,Southwest Monsoon,6,Head,3.3,0.5,Beam,LNG,2.2,4913.57
Tanker,105955,73242,904.3,128.3,16.6,98,Clean,2-Stroke,146240,171.3,Fixed Pitch,2783,12.7,Constant,Northeast Monsoon,3,Quartering,1.7,0.6,Following,HFO,0.0,2802.7
Bulker,120954,70577,962.0,135.2,12.4,62,Clean,2-Stroke,66884,165.1,Fixed Pitch,7820,7.3,Constant,Northeast Monsoon,4,Following,1.6,2.0,Head,HFO,0.0,5193.6
Bulker,119806,66134,971.6,136.0,15.8,69,Moderate,2-Stroke,143888,161.6,Fixed Pitch,2261,11.0,Variable,Southwest Monsoon,6,Following,3.2,0.4,Beam,VLSFO,5.2,1832.39
LNG,71466,65139,767.8,106.9,19.4,64,Clean,2-Stroke,151045,161.9,Fixed Pitch,5769,12.0,Constant,Southwest Monsoon,4,Quartering,1.7,0.8,Beam,VLSFO,0.0,3409.34
Bulker,72635,43475,780.6,109.4,15.7,95,Moderate,2-Stroke,96400,164.1,Fixed Pitch,623,8.8,Constant,Inter-Monsoon,7,Following,3.1,1.3,Head,HFO,0.0,481.42
Ro-Ro,59896,67479,704.1,99.9,19.0,52,Clean,2-Stroke,125487,157.0,Fixed Pitch,4709,15.1,Constant,Southwest Monsoon,2,Beam,1.1,2.1,Head,MGO,0.0,3974.81
Container,139172,103920,1035.3,145.4,23.4,80,Clean,2-Stroke,425725,164.1,Controllable Pitch,3538,20.6,Constant,Southwest Monsoon,1,Quartering,0.2,1.8,Following,HFO,0.0,7045.36
LNG,74649,65984,779.5,109.0,19.9,69,Moderate,2-Stroke,176093,177.8,Fixed Pitch,6241,13.1,Constant,Inter-Monsoon,3,Head,1.1,0.1,Beam,VLSFO,0.0,5476.72
Ro-Ro,54337,55574,680.5,95.1,19.9,60,Clean,2-Stroke,132520,165.4,Fixed Pitch,4508,14.7,Constant,Southwest Monsoon,7,Following,3.5,2.6,Beam,VLSFO,0.0,2802.22
LNG,107516,90581,920.4,127.2,18.7,54,Heavy,2-Stroke,201287,162.1,Fixed Pitch,5895,10.4,Constant,Southwest Monsoon,7,Head,3.3,0.0,Head,HFO,0.0,5447.91
LNG,107633,91534,917.8,128.8,18.0,98,Moderate,2-Stroke,183895,165.0,Fixed Pitch,1629,14.1,Constant,Inter-Monsoon,4,Beam,1.8,0.0,Head,VLSFO,0.0,2207.69
Tanker,108202,72661,916.4,127.0,14.3,80,Clean,2-Stroke,96121,164.8,Fixed Pitch,5378,11.9,Variable,Northeast Monsoon,9,Head,4.7,2.2,Following,HFO,6.0,3346.94
Tanker,185613,127029,1173.6,163.2,13.8,84,Moderate,2-Stroke,115931,165.6,Fixed Pitch,7656,6.9,Constant,Inter-Monsoon,7,Head,3.9,0.5,Beam,HFO,0.0,5627.32
Bulker,210184,132831,1234.9,172.5,14.9,96,Heavy,2-Stroke,144739,163.8,Fixed Pitch,7667,13.1,Variable,Southwest Monsoon,9,Following,4.7,1.5,Head,HFO,3.3,15766.74
Container,83554,69047,811.9,115.1,19.9,97,Clean,2-Stroke,197989,166.9,Controllable Pitch,5911,15.5,Variable,Inter-Monsoon,1,Following,0.5,2.9,Following,VLSFO,8.3,4498.6
Tanker,148574,98188,1060.0,149.0,14.0,98,Clean,2-Stroke,120116,166.8,Fixed Pitch,4143,8.2,Constant,Southwest Monsoon,1,Beam,0.6,2.9,Beam,HFO,0.0,3183.84
Container,59650,43052,713.3,100.8,22.9,69,Heavy,2-Stroke,202739,165.5,Fixed Pitch,3821,12.1,Constant,Southwest Monsoon,7,Following,3.5,3.0,Head,VLSFO,0.0,3842.11
LNG,110130,95667,926.3,130.1,18.6,99,Clean,2-Stroke,172752,171.0,Fixed Pitch,6776,15.7,Constant,Inter-Monsoon,6,Beam,3.1,2.4,Following,HFO,0.0,6346.21
LNG,108172,103008,922.5,129.6,17.1,53,Clean,2-Stroke,146832,163.1,Fixed Pitch,2253,12.7,Constant,Inter-Monsoon,9,Quartering,4.3,1.9,Head,VLSFO,0.0,2629.64
Tanker,198974,132529,1210.7,168.3,16.9,78,Heavy,2-Stroke,233066,167.6,Controllable Pitch,3258,11.1,Variable,Inter-Monsoon,1,Head,0.5,1.0,Beam,HFO,0.3,4692.78
Bulker,135538,79550,1019.4,142.5,14.2,82,Clean,2-Stroke,108993,162.6,Fixed Pitch,6032,10.7,Constant,Inter-Monsoon,7,Head,3.5,1.3,Beam,HFO,0.0,6412.56
Bulker,132842,83634,1014.9,143.2,12.0,90,Clean,2-Stroke,74904,161.6,Controllable Pitch,7312,7.2,Constant,Northeast Monsoon,8,Following,4.2,0.8,Beam,HFO,0.0,3681.3
Tanker,98030,63369,891.3,127.3,13.1,98,Clean,2-Stroke,74529,159.0,Fixed Pitch,5964,12.1,Variable,Inter-Monsoon,1,Following,0.7,1.5,Beam,VLSFO,7.6,4910.39
Container,159543,127819,1090.9,152.5,18.7,84,Clean,2-Stroke,246781,165.3,Controllable Pitch,3513,9.6,Constant,Inter-Monsoon,4,Following,1.8,2.9,Head,HFO,0.0,5639.83
Bulker,71967,45114,773.6,108.4,13.4,64,Moderate,2-Stroke,59496,167.6,Fixed Pitch,5421,7.5,Variable,Southwest Monsoon,5,Following,2.7,2.2,Head,VLSFO,6.7,2817.39
LNG,111198,100848,933.6,131.0,18.9,71,Clean,2-Stroke,189751,171.8,Fixed Pitch,3241,11.3,Constant,Inter-Monsoon,5,Beam,2.6,1.2,Beam,VLSFO,0.0,2773.2
LNG,110103,94957,928.3,129.9,18.7,60,Clean,2-Stroke,188004,159.7,Fixed Pitch,7119,15.9,Constant,Inter-Monsoon,2,Following,1.2,0.0,Head,HFO,0.0,7519.13
Bulker,280376,153288,1412.7,197.2,14.3,85,Moderate,2-Stroke,157518,166.9,Fixed Pitch,2046,12.9,Constant,Inter-Monsoon,6,Following,3.2,0.1,Beam,MGO,0.0,3333.26
Bulker,144898,88690,1049.4,145.8,12.3,80,Clean,2-Stroke,83369,162.9,Fixed Pitch,5115,7.4,Constant,Inter-Monsoon,9,Following,4.9,1.8,Beam,HFO,0.0,2723.64
LNG,70753,64502,758.2,104.9,18.3,62,Clean,2-Stroke,131000,169.1,Fixed Pitch,6413,16.3,Constant,Inter-Monsoon,8,Head,4.1,1.9,Beam,HFO,0.0,6807.62
Container,85257,70395,826.0,116.7,18.4,86,Heavy,2-Stroke,149557,167.6,Fixed Pitch,2345,14.5,Constant,Inter-Monsoon,3,Following,1.4,2.9,Following,VLSFO,0.0,1548.31
LNG,76859,64887,779.6,108.8,18.3,79,Clean,2-Stroke,141130,156.8,Fixed Pitch,5907,13.3,Variable,Northeast Monsoon,9,Head,4.5,2.1,Beam,VLSFO,8.8,5639.32
Container,59407,45514,706.4,98.8,19.4,64,Clean,2-Stroke,152427,159.0,Controllable Pitch,7228,10.6,Constant,Inter-Monsoon,7,Beam,3.6,1.3,Following,HFO,0.0,3457.69
Bulker,196630,118428,1205.9,169.7,13.5,54,Moderate,2-Stroke,120350,165.9,Fixed Pitch,939,8.5,Variable,Northeast Monsoon,7,Quartering,3.3,0.3,Beam,HFO,9.8,713.12
Bulker,192363,120450,1191.0,166.7,13.3,99,Clean,2-Stroke,106045,162.6,Fixed Pitch,7295,9.7,Constant,Inter-Monsoon,3,Following,1.1,0.3,Following,HFO,0.0,6055.88
Tanker,365367,270266,1584.9,222.4,16.7,97,Heavy,2-Stroke,294813,163.8,Fixed Pitch,510,12.5,Variable,Southwest Monsoon,1,Quartering,0.3,2.9,Following,MGO,9.5,766.48
Ro-Ro,35535,35398,553.9,76.9,17.7,73,Clean,2-Stroke,83913,168.2,Fixed Pitch,1639,13.4,Variable,Inter-Monsoon,6,Quartering,2.8,2.0,Head,HFO,9.4,1161.1
Tanker,278992,194668,1412.0,198.4,16.5,52,Heavy,2-Stroke,235124,169.7,Fixed Pitch,698,13.0,Variable,Inter-Monsoon,6,Head,3.0,1.0,Beam,VLSFO,8.6,1241.29
Container,200969,165036,1212.9,169.7,20.2,88,Moderate,2-Stroke,333496,162.5,Fixed Pitch,5280,12.8,Variable,Inter-Monsoon,2,Quartering,1.1,0.5,Head,MGO,7.2,8732.82
Ro-Ro,18980,21181,418.1,57.5,19.2,92,Clean,2-Stroke,77625,165.2,Fixed Pitch,7820,14.0,Constant,Northeast Monsoon,5,Head,2.6,2.7,Head,VLSFO,0.0,5978.99
Container,106256,83450,914.1,128.3,23.9,79,Moderate,2-Stroke,359032,165.9,Controllable Pitch,3505,15.7,Constant,Southwest Monsoon,4,Quartering,1.6,2.6,Head,HFO,0.0,7720.63
Tanker,268169,187070,1382.0,192.6,14.9,99,Heavy,2-Stroke,193814,160.3,Fixed Pitch,7979,11.0,Constant,Southwest Monsoon,7,Beam,3.5,1.2,Beam,HFO,0.0,14274.34
Tanker,345503,250441,1561.1,220.0,14.2,90,Heavy,2-Stroke,200687,157.4,Fixed Pitch,2577,8.1,Constant,Southwest Monsoon,8,Beam,4.3,0.5,Beam,VLSFO,0.0,3220.65
Ro-Ro,51228,58663,660.2,89.6,19.0,86,Clean,2-Stroke,120336,161.5,Fixed Pitch,3513,15.5,Constant,Northeast Monsoon,8,Quartering,4.1,1.5,Head,VLSFO,0.0,3698.93
LNG,118543,116101,959.5,133.1,16.4,81,Clean,2-Stroke,132809,164.4,Fixed Pitch,2804,11.7,Variable,Northeast Monsoon,2,Beam,1.2,1.7,Beam,VLSFO,9.4,2089.31
Container,98338,85079,881.1,123.3,18.2,67,Clean,2-Stroke,151922,168.3,Fixed Pitch,3325,15.7,Variable,Inter-Monsoon,8,Head,4.1,1.2,Following,HFO,3.6,3481.45
Tanker,363590,232957,1592.2,224.1,15.8,61,Heavy,2-Stroke,245017,167.6,Fixed Pitch,7158,14.6,Constant,Southwest Monsoon,6,Quartering,3.2,0.7,Beam,VLSFO,0.0,15970.95
LNG,60863,55515,711.0,98.8,19.0,69,Clean,2-Stroke,143715,166.6,Fixed Pitch,2792,16.9,Constant,Southwest Monsoon,4,Beam,1.9,0.8,Head,LNG,0.0,3088.84
Container,86995,69922,842.1,117.8,24.6,56,Heavy,2-Stroke,362003,160.5,Controllable Pitch,7693,12.9,Constant,Southwest Monsoon,2,Quartering,1.4,2.1,Head,HFO,0.0,9940.72
Tanker,121109,85275,964.3,136.2,16.8,85,Moderate,2-Stroke,162263,160.2,Controllable Pitch,4753,10.7,Variable,Northeast Monsoon,3,Head,1.6,0.5,Head,HFO,6.1,4640.88
Ro-Ro,27808,27654,507.7,70.8,16.3,80,Clean,2-Stroke,61930,161.4,Fixed Pitch,1397,11.5,Constant,Southwest Monsoon,5,Head,2.4,0.1,Following,HFO,0.0,582.79
LNG,100756,98752,895.5,125.7,16.7,97,Clean,2-Stroke,126548,174.9,Controllable Pitch,7192,10.3,Constant,Southwest Monsoon,6,Following,3.2,0.4,Beam,HFO,0.0,4989.66
Ro-Ro,35976,43477,562.1,78.7,19.2,96,Moderate,2-Stroke,113008,170.0,Fixed Pitch,2558,14.4,Variable,Northeast Monsoon,3,Following,1.6,0.9,Head,MGO,8.0,2113.14
Tanker,373971,259324,1615.8,228.0,14.9,66,Clean,2-Stroke,235386,157.4,Fixed Pitch,937,10.0,Constant,Southwest Monsoon,7,Head,3.8,1.6,Following,VLSFO,0.0,1145.09
Bulker,57944,33538,703.3,97.4,12.9,70,Moderate,2-Stroke,51538,163.3,Controllable Pitch,1992,9.8,Constant,Inter-Monsoon,1,Head,0.6,0.3,Head,VLSFO,0.0,887.64
Tanker,215685,159395,1259.4,176.7,16.9,79,Clean,2-Stroke,239804,157.3,Fixed Pitch,7618,12.7,Variable,Southwest Monsoon,2,Quartering,0.9,1.6,Head,HFO,2.4,14642.67
Tanker,164184,123641,1116.9,155.3,13.8,95,Moderate,2-Stroke,107333,164.1,Fixed Pitch,5692,8.8,Constant,Inter-Monsoon,3,Quartering,1.6,2.9,Head,VLSFO,0.0,8658.93
Bulker,194248,110202,1191.7,165.9,12.4,79,Moderate,2-Stroke,103663,164.3,Fixed Pitch,5539,6.9,Constant,Inter-Monsoon,2,Following,0.9,2.6,Following,MGO,0.0,2087.66
Container,129258,103101,1001.3,140.7,20.4,60,Heavy,2-Stroke,246507,150.4,Controllable Pitch,3114,17.7,Constant,Southwest Monsoon,3,Head,1.3,2.3,Beam,HFO,0.0,4622.86
Ro-Ro,35001,36866,558.3,78.8,16.2,85,Moderate,2-Stroke,66792,162.8,Controllable Pitch,7536,15.1,Variable,Northeast Monsoon,9,Following,4.8,2.8,Head,HFO,6.0,6196.72
LNG,60816,57589,712.7,98.5,17.4,80,Clean,2-Stroke,112656,169.2,Fixed Pitch,5876,11.5,Constant,Northeast Monsoon,2,Quartering,1.1,2.2,Beam,MGO,0.0,3688.99
LNG,97470,91527,874.0,122.1,18.0,92,Moderate,2-Stroke,163424,163.3,Fixed Pitch,1127,14.2,Variable,Northeast Monsoon,7,Beam,3.5,1.2,Head,VLSFO,4.8,1611.6
LNG,62380,56853,718.2,100.1,18.2,86,Clean,2-Stroke,115949,161.1,Fixed Pitch,7538,12.2,Constant,Southwest Monsoon,5,Following,2.6,1.9,Head,HFO,0.0,6065.71
Tanker,143247,101662,1048.7,145.7,15.1,88,Clean,2-Stroke,124573,168.5,Controllable Pitch,6801,12.3,Variable,Inter-Monsoon,1,Following,0.5,1.7,Head,VLSFO,0.8,9550.01
LNG,75005,70742,781.0,109.1,18.0,91,Clean,2-Stroke,136546,162.7,Fixed Pitch,2056,9.0,Variable,Southwest Monsoon,1,Beam,0.5,1.6,Following,HFO,0.8,911.4
Bulker,145247,89007,1052.0,148.0,12.8,67,Clean,2-Stroke,87273,161.5,Controllable Pitch,5277,9.7,Constant,Northeast Monsoon,7,Head,3.2,1.2,Beam,VLSFO,0.0,3972.88
Container,23163,19473,455.9,65.0,24.3,57,Clean,2-Stroke,139639,168.4,Controllable Pitch,6989,21.8,Constant,Northeast Monsoon,8,Quartering,4.2,0.3,Beam,HFO,0.0,5283.76
Tanker,154862,109699,1077.6,151.0,15.1,72,Moderate,2-Stroke,126930,161.4,Fixed Pitch,3581,11.7,Constant,Inter-Monsoon,2,Quartering,0.8,0.3,Following,HFO,0.0,3159.58
Ro-Ro,49493,51856,654.3,90.7,17.1,57,Heavy,2-Stroke,87630,166.6,Fixed Pitch,4520,13.7,Constant,Southwest Monsoon,8,Beam,4.2,2.4,Beam,MGO,0.0,2779.18
Container,122167,88016,989.1,139.1,22.5,68,Moderate,2-Stroke,343973,163.6,Fixed Pitch,7872,18.4,Variable,Southwest Monsoon,3,Quartering,1.4,1.2,Head,VLSFO,9.1,14932.05
Tanker,122053,82340,977.9,136.5,14.5,57,Moderate,2-Stroke,102490,165.0,Fixed Pitch,4297,10.5,Variable,Inter-Monsoon,1,Head,0.6,0.8,Following,VLSFO,6.3,2326.15
LNG,64245,63588,720.9,102.7,19.6,97,Heavy,2-Stroke,154028,169.5,Fixed Pitch,3690,16.5,Variable,Northeast Monsoon,2,Beam,1.4,1.4,Beam,HFO,8.3,4257.63
Tanker,201568,152527,1215.7,171.3,15.8,92,Heavy,2-Stroke,185029,159.5,Fixed Pitch,3447,14.8,Constant,Inter-Monsoon,6,Head,3.2,2.0,Head,VLSFO,0.0,8298.93
LNG,69989,59734,759.8,105.3,18.9,68,Clean,2-Stroke,139807,171.0,Fixed Pitch,3598,16.2,Constant,Inter-Monsoon,2,Following,1.2,2.6,Beam,HFO,0.0,3259.55
Container,217633,158592,1256.9,174.4,19.3,90,Clean,2-Stroke,288743,162.9,Fixed Pitch,5772,12.6,Constant,Inter-Monsoon,5,Beam,2.5,1.4,Beam,HFO,0.0,8363.33
Container,50530,41764,641.5,89.1,19.1,89,Heavy,2-Stroke,114755,170.0,Controllable Pitch,5682,15.9,Constant,Inter-Monsoon,5,Following,2.4,2.2,Following,HFO,0.0,3520.19
Ro-Ro,35003,38726,547.5,77.0,17.8,69,Clean,2-Stroke,80349,175.3,Fixed Pitch,2196,10.3,Constant,Inter-Monsoon,2,Quartering,1.1,0.2,Head,VLSFO,0.0,856.86
Tanker,199165,145384,1212.3,170.1,16.4,55,Moderate,2-Stroke,202032,161.9,Fixed Pitch,7675,9.8,Constant,Northeast Monsoon,2,Head,0.8,1.7,Following,HFO,0.0,5212.41
LNG,84134,70233,817.8,113.6,19.7,70,Moderate,2-Stroke,176409,159.7,Fixed Pitch,7047,12.8,Constant,Inter-Monsoon,8,Beam,4.4,3.0,Following,MGO,0.0,3519.41
Container,163564,122209,1114.9,156.9,23.2,62,Moderate,2-Stroke,401675,160.9,Fixed Pitch,4222,12.2,Variable,Inter-Monsoon,1,Following,0.4,2.3,Head,HFO,4.2,6580.07
Ro-Ro,37409,39492,568.7,79.5,17.8,59,Clean,2-Stroke,81635,172.2,Fixed Pitch,7925,10.1,Constant,Northeast Monsoon,3,Following,1.0,1.1,Following,HFO,0.0,2298.82
